dtm,SS_Price,DA_Price,ND,EMBEDDED_WIND_GENERATION,EMBEDDED_SOLAR_GENERATION
2021-04-26 05:00:00,30.77,87.4,22516,1017,0
2021-04-26 05:30:00,75.0,87.4,23169,1018,2
2021-04-26 06:00:00,84.5,88.87,25477,1058,122
2021-04-26 06:30:00,90.0,88.87,27693,1097,543
2021-04-26 07:00:00,90.0,82.12,30155,1101,1070
2021-04-26 07:30:00,84.5,82.12,31579,1104,1700
2021-04-26 08:00:00,90.0,67.4,32126,1126,2370
2021-04-26 08:30:00,90.0,67.4,31817,1148,3000
2021-04-26 09:00:00,90.0,58.83,31647,1168,3860
2021-04-26 09:30:00,33.0,58.83,30819,1188,5040
2021-04-26 10:00:00,33.25,57.45,29958,1235,6020
2021-04-26 10:30:00,33.33,57.45,29260,1282,6940
2021-04-26 11:00:00,71.95,51.05,28754,1297,7750
2021-04-26 11:30:00,33.25,51.05,28046,1311,8240
2021-04-26 12:00:00,75.0,47.05,27608,1339,8540
2021-04-26 12:30:00,82.95,47.05,27107,1367,8740
2021-04-26 13:00:00,33.5,48.99,26436,1424,8690
2021-04-26 13:30:00,33.5,48.99,25821,1481,8600
2021-04-26 14:00:00,33.5,57.73,25582,1517,8170
2021-04-26 14:30:00,7.6,57.73,25401,1553,7680
2021-04-26 15:00:00,33.33,75.31,25327,1603,7190
2021-04-26 15:30:00,88.9,75.31,26164,1652,6260
2021-04-26 16:00:00,88.9,85.14,27237,1621,5520
2021-04-26 16:30:00,93.0,85.14,28565,1590,4700
2021-04-26 17:00:00,93.0,85.76,29892,1550,3810
2021-04-26 17:30:00,98.0,85.76,30835,1510,2830
2021-04-26 18:00:00,98.0,82.6,31638,1450,1950
2021-04-26 18:30:00,55.0,82.6,32025,1389,1300
2021-04-26 19:00:00,33.65,76.62,32459,1309,611
2021-04-26 19:30:00,33.65,76.62,32777,1229,178
2021-04-26 20:00:00,88.9,61.74,32947,1159,14
2021-04-26 20:30:00,33.65,61.74,32780,1088,0
2021-04-26 21:00:00,33.6,61.46,32052,1057,0
2021-04-26 21:30:00,33.6,61.46,30398,1026,0
2021-04-26 22:00:00,7.6,52.7,28762,1006,0
2021-04-26 22:30:00,7.6,52.7,26782,986,0
2021-04-26 23:00:00,72.0,54.02,24997,990,0
2021-04-26 23:30:00,69.0,54.02,23745,993,0
2021-04-27 00:00:00,69.0,57.72,22720,932,0
2021-04-27 00:30:00,69.0,57.72,22302,871,0
2021-04-27 01:00:00,42.35,57.51,22384,837,0
2021-04-27 01:30:00,42.35,57.51,22597,803,0
2021-04-27 02:00:00,43.54,57.63,22749,790,0
2021-04-27 02:30:00,43.54,57.63,22636,777,0
2021-04-27 03:00:00,70.4,62.97,22503,770,0
2021-04-27 03:30:00,70.4,62.97,22457,763,0
2021-04-27 04:00:00,75.0,72.0,22405,759,0
2021-04-27 04:30:00,75.0,72.0,22423,755,0
2021-04-27 05:00:00,35.15,78.5,22819,761,0
2021-04-27 05:30:00,90.0,78.5,23859,767,4
2021-04-27 06:00:00,35.55,84.62,26197,773,111
2021-04-27 06:30:00,93.0,84.62,28445,778,448
2021-04-27 07:00:00,93.0,84.36,31189,778,937
2021-04-27 07:30:00,52.0,84.36,32306,777,1550
2021-04-27 08:00:00,85.0,74.8,32715,825,2030
2021-04-27 08:30:00,93.0,74.8,32532,872,2550
2021-04-27 09:00:00,93.0,66.82,32477,933,3130
2021-04-27 09:30:00,93.0,66.82,32131,993,3500
2021-04-27 10:00:00,37.5,70.22,31472,1105,3890
2021-04-27 10:30:00,37.4,70.22,30745,1217,4220
2021-04-27 11:00:00,37.2,66.3,30515,1314,4500
2021-04-27 11:30:00,37.55,66.3,30935,1410,4710
2021-04-27 12:00:00,74.95,57.77,31057,1499,4490
2021-04-27 12:30:00,40.0,57.77,30968,1587,4530
2021-04-27 13:00:00,74.75,56.86,30351,1667,4720
2021-04-27 13:30:00,78.5,56.86,29818,1746,4820
2021-04-27 14:00:00,89.98985,57.85,29669,1813,4670
2021-04-27 14:30:00,95.0,57.85,29409,1879,4160
2021-04-27 15:00:00,97.0,69.97,29519,1907,3630
2021-04-27 15:30:00,102.0,69.97,30121,1935,3270
2021-04-27 16:00:00,99.0,79.12,31287,1955,2820
2021-04-27 16:30:00,99.0,79.12,32749,1974,2220
2021-04-27 17:00:00,98.99985,76.52,33713,1950,1630
2021-04-27 17:30:00,95.0,76.52,34058,1926,1220
2021-04-27 18:00:00,95.0,67.42,34469,1901,913
2021-04-27 18:30:00,94.5,67.42,34533,1875,565
2021-04-27 19:00:00,52.0,59.87,34500,1812,339
2021-04-27 19:30:00,41.05,59.87,34249,1748,114
2021-04-27 20:00:00,39.0,54.45,34052,1702,7
2021-04-27 20:30:00,78.0,54.45,33692,1656,1
2021-04-27 21:00:00,69.0,58.34,32247,1633,1
2021-04-27 21:30:00,78.0,58.34,30347,1609,0
2021-04-27 22:00:00,73.0,52.77,28378,1587,0
2021-04-27 22:30:00,41.15,52.77,26444,1565,0
2021-04-27 23:00:00,41.09,56.14,24523,1541,0
2021-04-27 23:30:00,49.68,56.14,23235,1516,0
2021-04-28 00:00:00,41.12,56.34,22341,1471,0
2021-04-28 00:30:00,40.6,56.34,21989,1426,0
2021-04-28 01:00:00,44.26,53.8,22166,1447,0
2021-04-28 01:30:00,73.0,53.8,22523,1468,0
2021-04-28 02:00:00,69.0,53.77,22598,1488,0
2021-04-28 02:30:00,73.0,53.77,22178,1507,0
2021-04-28 03:00:00,73.0,63.19,21889,1526,0
2021-04-28 03:30:00,49.91,63.19,21804,1544,0
2021-04-28 04:00:00,25.13683,67.26,21438,1554,0
2021-04-28 04:30:00,77.0,67.26,21435,1564,0
2021-04-28 05:00:00,77.95,70.28,21953,1579,0
2021-04-28 05:30:00,79.88,70.28,22637,1594,5
2021-04-28 06:00:00,94.75,70.62,24706,1636,87
2021-04-28 06:30:00,99.0,70.62,26793,1678,298
2021-04-28 07:00:00,99.0,70.88,29488,1765,552
2021-04-28 07:30:00,94.75,70.88,31244,1852,1000
2021-04-28 08:00:00,25.8,65.32,32167,2007,1570
2021-04-28 08:30:00,30.03,65.32,32146,2162,1990
2021-04-28 09:00:00,42.1,64.3,32265,2276,2480
2021-04-28 09:30:00,42.1,64.3,32040,2390,2980
2021-04-28 10:00:00,83.0,70.48,31544,2404,3380
2021-04-28 10:30:00,83.0,70.48,31365,2417,3570
2021-04-28 11:00:00,82.9,60.82,31136,2425,3760
2021-04-28 11:30:00,82.9,60.82,31062,2433,3530
2021-04-28 12:00:00,82.5,58.4,31403,2415,3280
2021-04-28 12:30:00,79.0,58.4,31375,2397,3320
2021-04-28 13:00:00,82.0,59.54,31236,2400,3350
2021-04-28 13:30:00,79.0,59.54,30617,2403,3750
2021-04-28 14:00:00,43.25,64.29,30538,2354,3880
2021-04-28 14:30:00,95.68,64.29,30481,2305,3680
2021-04-28 15:00:00,100.73,74.87,30665,2312,3350
2021-04-28 15:30:00,100.73,74.87,31488,2319,2970
2021-04-28 16:00:00,100.73,80.23,32136,2259,2750
2021-04-28 16:30:00,100.73,80.23,33110,2198,2450
2021-04-28 17:00:00,100.73,77.67,33674,2099,1910
2021-04-28 17:30:00,100.73,77.67,34149,1999,1470
2021-04-28 18:00:00,100.73,72.86,34789,1907,1000
2021-04-28 18:30:00,98.0,72.86,34749,1815,663
2021-04-28 19:00:00,98.0,64.4,34488,1660,403
2021-04-28 19:30:00,96.0,64.4,34180,1504,162
2021-04-28 20:00:00,95.0,58.42,33904,1424,19
2021-04-28 20:30:00,85.0,58.42,33619,1343,2
2021-04-28 21:00:00,81.5,60.81,32963,1302,1
2021-04-28 21:30:00,44.5,60.81,31253,1261,0
2021-04-28 22:00:00,77.25,53.33,29678,1227,0
2021-04-28 22:30:00,58.27,53.33,27931,1193,0
2021-04-28 23:00:00,69.9,57.46,26135,1154,0
2021-04-28 23:30:00,48.32,57.46,24795,1114,0
2021-04-29 00:00:00,45.5,60.15,23892,1020,0
2021-04-29 00:30:00,76.0,60.15,23478,926,0
2021-04-29 01:00:00,74.0,59.49,23544,909,0
2021-04-29 01:30:00,74.0,59.49,24008,892,0
2021-04-29 02:00:00,74.0,58.74,23993,882,0
2021-04-29 02:30:00,74.0,58.74,23886,871,0
2021-04-29 03:00:00,74.0,62.16,23682,866,0
2021-04-29 03:30:00,45.61,62.16,23572,860,0
2021-04-29 04:00:00,76.0,69.4,23486,850,0
2021-04-29 04:30:00,76.9,69.4,23545,840,0
2021-04-29 05:00:00,76.95,74.18,24039,857,0
2021-04-29 05:30:00,95.0,74.18,24861,873,10
2021-04-29 06:00:00,96.0,76.57,27072,902,220
2021-04-29 06:30:00,96.0,76.57,29214,931,726
2021-04-29 07:00:00,96.5,72.07,31535,957,1320
2021-04-29 07:30:00,93.75,72.07,32380,982,2090
2021-04-29 08:00:00,93.75,65.67,32537,1062,2990
2021-04-29 08:30:00,33.5,65.67,32152,1142,3930
2021-04-29 09:00:00,95.00017,61.6,31864,1176,4460
2021-04-29 09:30:00,95.0,61.6,31367,1210,4920
2021-04-29 10:00:00,103.0,67.77,30821,1224,5290
2021-04-29 10:30:00,125.0,67.77,30810,1237,4910
2021-04-29 11:00:00,120.0,61.72,30796,1246,5420
2021-04-29 11:30:00,125.25198,61.72,30749,1255,4650
2021-04-29 12:00:00,100.0,61.59,31488,1245,4590
2021-04-29 12:30:00,88.5,61.59,32004,1234,4640
2021-04-29 13:00:00,88.5,62.25,31766,1265,4680
2021-04-29 13:30:00,88.5,62.25,31643,1295,5060
2021-04-29 14:00:00,86.0,69.42,31568,1295,5080
2021-04-29 14:30:00,38.0,69.42,30521,1295,4490
2021-04-29 15:00:00,88.5,77.77,30328,1302,4470
2021-04-29 15:30:00,98.0,77.77,30952,1309,4570
2021-04-29 16:00:00,99.0,90.1,31624,1289,3920
2021-04-29 16:30:00,99.0,90.1,32766,1268,2830
2021-04-29 17:00:00,99.0,88.97,33588,1221,2140
2021-04-29 17:30:00,99.0,88.97,34248,1173,1790
2021-04-29 18:00:00,99.0,85.77,34444,1093,1360
2021-04-29 18:30:00,110.0,85.77,34313,1013,933
2021-04-29 19:00:00,110.0,81.23,34360,889,579
2021-04-29 19:30:00,110.0,81.23,34138,764,189
2021-04-29 20:00:00,97.0,65.95,34097,720,27
2021-04-29 20:30:00,89.25,65.95,33993,676,1
2021-04-29 21:00:00,85.0,62.46,33731,664,1
2021-04-29 21:30:00,38.1,62.46,32196,651,0
2021-04-29 22:00:00,80.0,60.18,30770,626,0
2021-04-29 22:30:00,79.0,60.18,28728,600,0
2021-04-29 23:00:00,79.0,60.46,26519,585,0
2021-04-29 23:30:00,76.0,60.46,25270,569,0
2021-04-30 00:00:00,77.75,60.81,24376,547,0
2021-04-30 00:30:00,77.75,60.81,23870,524,0
2021-04-30 01:00:00,38.1,60.41,23804,515,0
2021-04-30 01:30:00,38.1,60.41,24222,505,0
2021-04-30 02:00:00,38.1,60.15,24191,502,0
2021-04-30 02:30:00,38.25,60.15,23901,498,0
2021-04-30 03:00:00,79.95,63.65,23762,489,0
2021-04-30 03:30:00,79.95,63.65,23695,480,0
2021-04-30 04:00:00,38.25,73.19,23624,480,0
2021-04-30 04:30:00,38.1,73.19,23607,480,0
2021-04-30 05:00:00,35.0,86.51,24025,486,0
2021-04-30 05:30:00,38.25,86.51,24611,491,16
2021-04-30 06:00:00,97.0,91.8,26808,488,257
2021-04-30 06:30:00,52.13,91.8,28796,485,748
2021-04-30 07:00:00,38.63847,89.07,30893,489,1490
2021-04-30 07:30:00,39.0,89.07,31526,493,2210
2021-04-30 08:00:00,39.1,79.24,32106,531,3020
2021-04-30 08:30:00,39.1,79.24,31651,568,3950
2021-04-30 09:00:00,39.35,71.66,31362,587,4630
2021-04-30 09:30:00,117.0,71.66,30906,606,5150
2021-04-30 10:00:00,120.0,72.99,30696,618,5590
2021-04-30 10:30:00,120.0,72.99,30501,630,5610
2021-04-30 11:00:00,120.0,63.62,30375,641,5170
2021-04-30 11:30:00,120.0,63.62,30249,651,5210
2021-04-30 12:00:00,120.0,60.27,30245,647,5180
2021-04-30 12:30:00,117.0,60.27,30077,642,4760
2021-04-30 13:00:00,117.99988,60.16,30092,655,5030
2021-04-30 13:30:00,41.0,60.16,29635,668,5070
2021-04-30 14:00:00,115.0,74.2,29196,661,4760
2021-04-30 14:30:00,115.0,74.2,29035,653,4700
2021-04-30 15:00:00,51.0,93.93,29170,662,4500
2021-04-30 15:30:00,41.25,93.93,29497,671,4420
2021-04-30 16:00:00,41.25,116.66,29947,678,3910
2021-04-30 16:30:00,41.25,116.66,30680,685,3660
2021-04-30 17:00:00,41.25,103.81,31195,659,3070
2021-04-30 17:30:00,41.35,103.81,31828,632,2420
2021-04-30 18:00:00,149.4,95.28,32228,598,1720
2021-04-30 18:30:00,171.0,95.28,32907,563,1120
2021-04-30 19:00:00,171.0,87.84,32896,481,644
2021-04-30 19:30:00,171.0,87.84,32565,399,242
2021-04-30 20:00:00,169.0,75.8,32447,371,38
2021-04-30 20:30:00,120.0,75.8,31949,343,3
2021-04-30 21:00:00,135.0,72.98,31410,334,1
2021-04-30 21:30:00,90.0,72.98,30403,324,0
2021-04-30 22:00:00,85.0,63.53,29325,313,0
2021-04-30 22:30:00,85.0,63.53,28218,302,0
2021-04-30 23:00:00,44.2,63.73,26848,295,0
2021-04-30 23:30:00,41.9,63.73,25447,288,0
2021-05-01 00:00:00,41.9,64.06,24251,286,0
2021-05-01 00:30:00,44.6,64.06,23566,284,0
2021-05-01 01:00:00,77.0,60.55,23425,285,0
2021-05-01 01:30:00,77.0,60.55,23822,286,0
2021-05-01 02:00:00,76.0,57.48,23654,289,0
2021-05-01 02:30:00,44.7,57.48,23216,291,0
2021-05-01 03:00:00,41.2,56.19,22932,291,0
2021-05-01 03:30:00,41.2,56.19,22677,290,0
2021-05-01 04:00:00,41.2,59.0,22363,291,0
2021-05-01 04:30:00,41.6022,59.0,22110,291,0
2021-05-01 05:00:00,75.5,68.41,22156,294,0
2021-05-01 05:30:00,75.5,68.41,22161,297,29
2021-05-01 06:00:00,74.0,79.96,22964,297,280
2021-05-01 06:30:00,8.1,79.96,23827,297,780
2021-05-01 07:00:00,88.0,84.99,25041,298,1430
2021-05-01 07:30:00,88.0,84.99,25591,299,2200
2021-05-01 08:00:00,88.0,80.21,26072,313,3140
2021-05-01 08:30:00,85.39177,80.21,26265,326,4040
2021-05-01 09:00:00,80.0,76.46,26198,338,4420
2021-05-01 09:30:00,80.0,76.46,26081,350,4910
2021-05-01 10:00:00,86.0,77.21,26147,379,5300
2021-05-01 10:30:00,86.0,77.21,26138,408,5360
2021-05-01 11:00:00,99.8,55.18,26077,424,4940
2021-05-01 11:30:00,86.0,55.18,26222,440,4910
2021-05-01 12:00:00,85.0,53.06,26387,458,5050
2021-05-01 12:30:00,80.0,53.06,26214,475,5140
2021-05-01 13:00:00,50.0,52.89,25854,484,5340
2021-05-01 13:30:00,45.25,52.89,25614,493,5220
2021-05-01 14:00:00,84.95,56.45,25176,509,5130
2021-05-01 14:30:00,85.0,56.45,24816,525,4850
2021-05-01 15:00:00,91.0,75.3,24863,539,4610
2021-05-01 15:30:00,84.95,75.3,25120,553,3920
2021-05-01 16:00:00,82.7,87.1,26262,543,3220
2021-05-01 16:30:00,106.0,87.1,27420,532,2760
2021-05-01 17:00:00,105.0,90.39,28796,516,2530
2021-05-01 17:30:00,105.0,90.39,29377,499,2170
2021-05-01 18:00:00,105.0,90.99,30239,470,1670
2021-05-01 18:30:00,105.0,90.99,30553,440,1150
2021-05-01 19:00:00,106.0,89.08,30695,376,692
2021-05-01 19:30:00,106.0,89.08,30718,311,278
2021-05-01 20:00:00,107.0,76.09,30781,275,41
2021-05-01 20:30:00,90.0,76.09,30693,239,3
2021-05-01 21:00:00,86.75,72.37,30220,226,2
2021-05-01 21:30:00,45.6,72.37,29458,213,0
2021-05-01 22:00:00,45.6,62.83,28428,207,0
2021-05-01 22:30:00,83.0,62.83,27334,200,0
2021-05-01 23:00:00,83.0,64.37,25749,199,0
2021-05-01 23:30:00,81.0,64.37,24573,197,0
2021-05-02 00:00:00,80.5,66.59,23637,202,0
2021-05-02 00:30:00,79.5,66.59,23145,206,0
2021-05-02 01:00:00,79.0,61.85,23026,208,0
2021-05-02 01:30:00,78.0,61.85,23310,209,0
2021-05-02 02:00:00,79.0,57.83,23194,218,0
2021-05-02 02:30:00,78.0,57.83,22747,226,0
2021-05-02 03:00:00,78.0,58.29,22436,229,0
2021-05-02 03:30:00,78.0,58.29,22254,231,0
2021-05-02 04:00:00,78.0,58.38,22047,234,0
2021-05-02 04:30:00,78.0,58.38,22002,236,0
2021-05-02 05:00:00,78.0,63.63,21863,236,0
2021-05-02 05:30:00,78.0,63.63,21541,235,33
2021-05-02 06:00:00,79.0,68.56,22111,231,315
2021-05-02 06:30:00,81.9,68.56,22432,226,880
2021-05-02 07:00:00,85.49746,68.07,23018,217,1590
2021-05-02 07:30:00,86.0,68.07,23163,207,2400
2021-05-02 08:00:00,89.0,73.07,23350,219,3190
2021-05-02 08:30:00,85.0,73.07,23629,231,4080
2021-05-02 09:00:00,85.0,74.81,23762,254,5130
2021-05-02 09:30:00,85.0,74.81,23605,277,5650
2021-05-02 10:00:00,86.0,80.69,23823,320,5820
2021-05-02 10:30:00,85.0,80.69,24084,363,6060
2021-05-02 11:00:00,86.0,68.85,24608,419,6170
2021-05-02 11:30:00,86.0,68.85,24731,475,5960
2021-05-02 12:00:00,86.0,60.95,24683,552,5850
2021-05-02 12:30:00,84.75,60.95,24994,629,6280
2021-05-02 13:00:00,84.0,60.2,24998,687,5990
2021-05-02 13:30:00,84.75,60.2,24686,745,5800
2021-05-02 14:00:00,84.75,65.71,24483,792,4800
2021-05-02 14:30:00,84.0,65.71,24533,838,4780
2021-05-02 15:00:00,84.75,82.59,24742,873,4810
2021-05-02 15:30:00,105.0,82.59,24900,908,4660
2021-05-02 16:00:00,105.0,89.37,25633,906,4250
2021-05-02 16:30:00,105.0,89.37,26755,903,3360
2021-05-02 17:00:00,104.75,91.66,27965,881,2830
2021-05-02 17:30:00,104.75,91.66,28600,859,2090
2021-05-02 18:00:00,105.0,90.97,29041,822,1420
2021-05-02 18:30:00,105.0,90.97,29230,784,1060
2021-05-02 19:00:00,105.0,77.34,28958,713,600
2021-05-02 19:30:00,104.75,77.34,28842,642,215
2021-05-02 20:00:00,103.95,70.58,28935,616,29
2021-05-02 20:30:00,103.95,70.58,28963,590,1
2021-05-02 21:00:00,51.0,73.43,28786,596,1
2021-05-02 21:30:00,8.1,73.43,27937,602,0
2021-05-02 22:00:00,48.94,63.92,27119,600,0
2021-05-02 22:30:00,79.95,63.92,26006,597,0
2021-05-02 23:00:00,46.55,63.99,24311,601,0
2021-05-02 23:30:00,47.3,63.99,23040,604,0
2021-05-03 00:00:00,79.95,70.74,22063,604,0
2021-05-03 00:30:00,79.95,70.74,21520,604,0
2021-05-03 01:00:00,47.2,62.81,21556,639,0
2021-05-03 01:30:00,41.4904,62.81,21889,674,0
2021-05-03 02:00:00,45.3,61.53,21838,694,0
2021-05-03 02:30:00,69.0,61.53,21507,713,0
2021-05-03 03:00:00,56.0,65.3,21238,752,0
2021-05-03 03:30:00,69.0,65.3,21046,791,0
2021-05-03 04:00:00,77.5,74.8,20863,812,0
2021-05-03 04:30:00,77.5,74.8,20659,832,0
2021-05-03 05:00:00,77.5,79.34,20860,879,0
2021-05-03 05:30:00,46.55,79.34,20944,925,46
2021-05-03 06:00:00,40.0,80.58,21684,999,271
2021-05-03 06:30:00,40.0,80.58,22366,1072,605
2021-05-03 07:00:00,47.3,79.48,23366,1208,1000
2021-05-03 07:30:00,45.0,79.48,24163,1344,1570
2021-05-03 08:00:00,45.0,70.68,24853,1555,2050
2021-05-03 08:30:00,45.0,70.68,25388,1765,2580
2021-05-03 09:00:00,47.96038,77.06,25785,1970,2950
2021-05-03 09:30:00,81.0,77.06,26141,2174,3030
2021-05-03 10:00:00,48.1,76.82,26625,2411,3020
2021-05-03 10:30:00,39.62,76.82,26715,2647,3520
2021-05-03 11:00:00,72.0,64.44,26799,2879,3300
2021-05-03 11:30:00,75.0,64.44,27205,3111,3180
2021-05-03 12:00:00,75.0,49.88,27909,3276,2810
2021-05-03 12:30:00,78.0,49.88,28077,3440,2340
2021-05-03 13:00:00,79.0,44.97,28282,3640,2180
2021-05-03 13:30:00,71.9,44.97,28466,3840,2000
2021-05-03 14:00:00,78.0,51.02,28510,3928,1660
2021-05-03 14:30:00,82.0,51.02,28478,4015,1410
2021-05-03 15:00:00,82.5,71.33,28870,4157,1200
2021-05-03 15:30:00,85.0,71.33,29338,4298,1000
2021-05-03 16:00:00,90.0,84.81,30012,4471,802
2021-05-03 16:30:00,101.1,84.81,31518,4644,667
2021-05-03 17:00:00,97.2,77.53,32594,4598,495
2021-05-03 17:30:00,92.0,77.53,33198,4552,352
2021-05-03 18:00:00,90.0,75.34,32788,4411,300
2021-05-03 18:30:00,89.0,75.34,32365,4269,301
2021-05-03 19:00:00,92.0,73.92,31869,4015,243
2021-05-03 19:30:00,90.0,73.92,31238,3760,86
2021-05-03 20:00:00,92.0,50.96,30690,3572,18
2021-05-03 20:30:00,90.0,50.96,30131,3383,0
2021-05-03 21:00:00,88.88,46.44,29313,3257,0
2021-05-03 21:30:00,85.0,46.44,27651,3131,0
2021-05-03 22:00:00,80.0,31.38,26168,3215,0
2021-05-03 22:30:00,40.0,31.38,24424,3299,0
2021-05-03 23:00:00,20.0,19.81,22747,3423,0
2021-05-03 23:30:00,7.5,19.81,21620,3546,0
2021-05-04 00:00:00,-17.0102,11.94,20513,3592,0
2021-05-04 00:30:00,7.5,11.94,19799,3638,0
2021-05-04 01:00:00,-4.24,7.51,19650,3693,0
2021-05-04 01:30:00,-34.98,7.51,20119,3747,0
2021-05-04 02:00:00,-39.98,10.76,20193,3813,0
2021-05-04 02:30:00,-44.99,10.76,19724,3879,0
2021-05-04 03:00:00,-38.99,31.06,19333,3905,0
2021-05-04 03:30:00,-38.99,31.06,19075,3931,0
2021-05-04 04:00:00,-24.98,53.64,18761,3957,0
2021-05-04 04:30:00,7.5,53.64,18791,3982,0
2021-05-04 05:00:00,34.63,59.11,19258,4066,0
2021-05-04 05:30:00,35.31006,59.11,19968,4150,17
2021-05-04 06:00:00,87.78,76.01,22775,4188,191
2021-05-04 06:30:00,89.2,76.01,25035,4226,511
2021-05-04 07:00:00,90.0,78.54,27900,4262,845
2021-05-04 07:30:00,90.0,78.54,29291,4298,1340
2021-05-04 08:00:00,92.75,69.4,30378,4366,1690
2021-05-04 08:30:00,92.75,69.4,30430,4434,2070
2021-05-04 09:00:00,92.75,66.23,30579,4470,2520
2021-05-04 09:30:00,92.5,66.23,30437,4506,3020
2021-05-04 10:00:00,89.2,68.17,30113,4480,3620
2021-05-04 10:30:00,88.5,68.17,29785,4454,4050
2021-05-04 11:00:00,87.78,62.99,29655,4424,4710
2021-05-04 11:30:00,83.0,62.99,29758,4393,4750
2021-05-04 12:00:00,83.0,58.16,29616,4334,5260
2021-05-04 12:30:00,87.78,58.16,29245,4275,5660
2021-05-04 13:00:00,83.0,60.74,28876,4253,6090
2021-05-04 13:30:00,83.0,60.74,28330,4231,5830
2021-05-04 14:00:00,50.0,80.86,27903,4156,6080
2021-05-04 14:30:00,50.0,80.86,27613,4081,5710
2021-05-04 15:00:00,43.5,67.46,27713,4022,5280
2021-05-04 15:30:00,82.0,67.46,28327,3962,4670
2021-05-04 16:00:00,43.0,84.59,29197,3875,4240
2021-05-04 16:30:00,8.25,84.59,30482,3788,3380
2021-05-04 17:00:00,97.5,88.78,31796,3657,3100
2021-05-04 17:30:00,97.5,88.78,32712,3526,2690
2021-05-04 18:00:00,97.5,88.92,33041,3363,2000
2021-05-04 18:30:00,105.0,88.92,33226,3199,1440
2021-05-04 19:00:00,95.0,84.8,33305,2995,730
2021-05-04 19:30:00,98.0,84.8,33083,2790,298
2021-05-04 20:00:00,110.0,68.34,33038,2660,54
2021-05-04 20:30:00,100.0,68.34,32679,2529,1
2021-05-04 21:00:00,90.0,70.65,32245,2475,0
2021-05-04 21:30:00,8.7,70.65,30618,2421,0
2021-05-04 22:00:00,88.0,65.76,29138,2396,0
2021-05-04 22:30:00,83.95,65.76,27310,2371,0
2021-05-04 23:00:00,82.4,66.01,25380,2356,0
2021-05-04 23:30:00,82.4,66.01,23923,2340,0
2021-05-05 00:00:00,82.4,69.95,22947,2210,0
2021-05-05 00:30:00,82.45,69.95,22324,2080,0
2021-05-05 01:00:00,82.45,69.19,22563,2085,0
2021-05-05 01:30:00,80.0,69.19,23010,2089,0
2021-05-05 02:00:00,80.0,66.04,22996,2081,0
2021-05-05 02:30:00,80.0,66.04,22713,2073,0
2021-05-05 03:00:00,51.0,74.46,22564,2067,0
2021-05-05 03:30:00,82.4,74.46,22311,2061,0
2021-05-05 04:00:00,82.4,74.99,22456,1957,0
2021-05-05 04:30:00,80.0,74.99,22538,1853,0
2021-05-05 05:00:00,82.4,73.73,22813,1806,0
2021-05-05 05:30:00,80.0,73.73,23563,1759,77
2021-05-05 06:00:00,89.0,81.0,25832,1772,459
2021-05-05 06:30:00,89.0,81.0,27896,1785,1070
2021-05-05 07:00:00,12.34,79.7,30136,1818,1810
2021-05-05 07:30:00,12.0,79.7,31169,1851,2690
2021-05-05 08:00:00,12.0,70.41,31542,1895,3570
2021-05-05 08:30:00,8.7,70.41,31210,1939,4460
2021-05-05 09:00:00,89.0,67.87,31121,1948,5230
2021-05-05 09:30:00,87.0,67.87,30696,1957,5760
2021-05-05 10:00:00,87.0,73.32,30399,1942,6080
2021-05-05 10:30:00,87.4,73.32,30188,1926,6420
2021-05-05 11:00:00,89.2,67.87,30200,1906,6520
2021-05-05 11:30:00,89.2,67.87,30230,1886,6770
2021-05-05 12:00:00,89.2,60.54,30329,1830,6840
2021-05-05 12:30:00,89.2,60.54,29955,1774,6350
2021-05-05 13:00:00,87.0,65.23,29940,1815,6190
2021-05-05 13:30:00,87.0,65.23,29809,1856,5470
2021-05-05 14:00:00,104.51,69.3,29676,1818,5100
2021-05-05 14:30:00,104.91,69.3,29619,1780,4220
2021-05-05 15:00:00,104.91,79.02,29950,1759,4710
2021-05-05 15:30:00,104.51,79.02,30610,1738,4620
2021-05-05 16:00:00,157.51,91.85,31331,1740,4230
2021-05-05 16:30:00,127.51,91.85,32191,1742,3160
2021-05-05 17:00:00,18.05,92.88,32961,1674,3110
2021-05-05 17:30:00,122.51,92.88,33286,1605,2630
2021-05-05 18:00:00,157.51,94.09,33696,1523,1990
2021-05-05 18:30:00,140.0,94.09,34246,1441,1450
2021-05-05 19:00:00,140.0,87.35,34060,1270,976
2021-05-05 19:30:00,120.0,87.35,33876,1099,408
2021-05-05 20:00:00,120.0,70.28,33908,1023,73
2021-05-05 20:30:00,105.0,70.28,33305,946,1
2021-05-05 21:00:00,85.85,72.08,32813,910,0
2021-05-05 21:30:00,20.0,72.08,31952,874,0
2021-05-05 22:00:00,19.0,65.59,30606,857,0
2021-05-05 22:30:00,19.5,65.59,28913,839,0
2021-05-05 23:00:00,82.0,67.55,26719,836,0
2021-05-05 23:30:00,82.45,67.55,25395,832,0
2021-05-06 00:00:00,19.0,67.95,24487,799,0
2021-05-06 00:30:00,10.1,67.95,23970,765,0
2021-05-06 01:00:00,10.1,65.01,24016,766,0
2021-05-06 01:30:00,79.2,65.01,24437,766,0
2021-05-06 02:00:00,80.0,63.09,24385,771,0
2021-05-06 02:30:00,79.2,63.09,24228,775,0
2021-05-06 03:00:00,78.85,66.83,24097,778,0
2021-05-06 03:30:00,27.0,66.83,23860,781,0
2021-05-06 04:00:00,20.1,75.94,23765,793,0
